id,Geom,Centroid,Demand
11,01060000207308000001000000010300000001000000150000000000000000002E40000000000000394000000000000030400000000000003940000000000000304000000000000038400000000000003040000000000000374000000000000030400000000000003640000000000000304000000000000035400000000000002E4000000000000035400000000000002E4000000000000034400000000000002C4000000000000034400000000000002A4000000000000034400000000000002A400000000000003540000000000000284000000000000035400000000000002640000000000000354000000000000026400000000000003640000000000000264000000000000037400000000000002640000000000000384000000000000028400000000000003840000000000000284000000000000039400000000000002A4000000000000039400000000000002C4000000000000039400000000000002E400000000000003940,0101000020730800009224499224492A400CC3300CC3303640,1096
12,01060000207308000001000000010300000001000000170000000000000000002440000000000000364000000000000026400000000000003640000000000000264000000000000035400000000000002840000000000000354000000000000028400000000000003440000000000000284000000000000033400000000000002840000000000000324000000000000026400000000000003240000000000000264000000000000031400000000000002440000000000000314000000000000022400000000000003140000000000000204000000000000031400000000000001C4000000000000031400000000000001C400000000000003240000000000000184000000000000032400000000000001840000000000000334000000000000018400000000000003440000000000000184000000000000035400000000000001C4000000000000035400000000000001C400000000000003640000000000000204000000000000036400000000000002240000000000000364000000000000024400000000000003640,1.01E+48,1296
13,010600002073080000010000000103000000010000002700000000000000000028400000000000003440000000000000284000000000000035400000000000002A4000000000000035400000000000002A4000000000000034400000000000002C4000000000000034400000000000002E4000000000000034400000000000002E40000000000000354000000000000030400000000000003540000000000000304000000000000036400000000000003040000000000000374000000000000030400000000000003840000000000000314000000000000038400000000000003140000000000000374000000000000031400000000000003640000000000000324000000000000036400000000000003340000000000000364000000000000033400000000000003540000000000000324000000000000035400000000000003240000000000000344000000000000031400000000000003440000000000000314000000000000033400000000000003040000000000000334000000000000030400000000000003240000000000000304000000000000031400000000000003040000000000000304000000000000030400000000000002E4000000000000030400000000000002C400000000000002E400000000000002C400000000000002C400000000000002C400000000000002C400000000000002E400000000000002A400000000000002E400000000000002A4000000000000030400000000000002A400000000000003140000000000000284000000000000031400000000000002640000000000000314000000000000026400000000000003240000000000000284000000000000032400000000000002840000000000000334000000000000028400000000000003440,010100002073080000B6D65A6BADB52C4019638C31C6183240,1505
14,010600002073080000010000000103000000010000001900000000000000000031400000000000003A4000000000000031400000000000003940000000000000304000000000000039400000000000002E4000000000000039400000000000002C4000000000000039400000000000002A4000000000000039400000000000002A400000000000003A4000000000000028400000000000003A4000000000000028400000000000003B4000000000000028400000000000003C4000000000000028400000000000003D4000000000000028400000000000003E400000000000002A400000000000003E400000000000002A400000000000003F400000000000002C400000000000003F400000000000002E400000000000003F4000000000000030400000000000003F4000000000000031400000000000003F4000000000000031400000000000003E4000000000000031400000000000003D4000000000000032400000000000003D4000000000000032400000000000003C4000000000000032400000000000003B4000000000000031400000000000003B4000000000000031400000000000003A40,010100002073080000ABAAAAAAAAAA2C400000000000803B40,1494
286,010600002073080000010000000103000000010000000D0000000000000000003B400000000000C05A400000000000003B400000000000805A400000000000003A400000000000805A4000000000000039400000000000805A4000000000000039400000000000C05A4000000000000039400000000000005B4000000000000039400000000000405B400000000000003A400000000000405B400000000000003B400000000000405B400000000000003B400000000000005B400000000000003C400000000000005B400000000000003C400000000000C05A400000000000003B400000000000C05A40,0101000020730800006EDBB66DDBB639400000000000C05A40,5074
15,010600002073080000010000000103000000010000001D0000000000000000003140000000000000404000000000000031400000000000003F4000000000000030400000000000003F400000000000002E400000000000003F400000000000002C400000000000003F400000000000002A400000000000003F4000000000000028400000000000003F4000000000000028400000000000004040000000000000264000000000000040400000000000002640000000000080404000000000000026400000000000004140000000000000264000000000008041400000000000002640000000000000424000000000000028400000000000004240000000000000284000000000008042400000000000002A4000000000008042400000000000002C4000000000008042400000000000002C4000000000000043400000000000002E4000000000000043400000000000002E400000000000804240000000000000304000000000008042400000000000003140000000000080424000000000000031400000000000004240000000000000324000000000000042400000000000003240000000000080414000000000000032400000000000004140000000000000324000000000008040400000000000003240000000000000404000000000000031400000000000004040,0101000020730800000000000000002C40B87CCBB77CCB4040,1947
16,01060000207308000001000000010300000001000000190000000000000000002C4000000000000043400000000000002C4000000000008042400000000000002A400000000000804240000000000000284000000000008042400000000000002840000000000000424000000000000026400000000000004240000000000000244000000000000042400000000000002440000000000080424000000000000022400000000000804240000000000000224000000000000043400000000000002240000000000080434000000000000020400000000000804340000000000000204000000000000044400000000000002240000000000000444000000000000022400000000000804440000000000000244000000000008044400000000000002440000000000000454000000000000026400000000000004540000000000000284000000000000045400000000000002A4000000000000045400000000000002A4000000000008044400000000000002C4000000000008044400000000000002C4000000000000044400000000000002C4000000000008043400000000000002C400000000000004340,010100002073080000143BB1133BB12540ECC44EECC44E4340,1277
17,010600002073080000010000000103000000010000001D0000000000000000001C40000000000000444000000000000020400000000000004440000000000000204000000000008043400000000000002040000000000000434000000000000020400000000000804240000000000000204000000000000042400000000000001C4000000000000042400000000000001C4000000000008041400000000000001840000000000080414000000000000018400000000000004140000000000000144000000000000041400000000000001040000000000000414000000000000008400000000000004140000000000000084000000000008041400000000000000040000000000080414000000000000000400000000000004240000000000000F03F0000000000004240000000000000F03F0000000000804240000000000000F03F0000000000004340000000000000F03F0000000000804340000000000000F03F00000000000044400000000000000040000000000000444000000000000000400000000000804440000000000000084000000000008044400000000000001040000000000080444000000000000014400000000000804440000000000000184000000000008044400000000000001C4000000000008044400000000000001C400000000000004440,01010000207308000000000000000010401F83F331389F4240,2102
18,010600002073080000010000000103000000010000001D0000000000000000001440000000000000414000000000000018400000000000004140000000000000184000000000008040400000000000001C4000000000008040400000000000001C4000000000000040400000000000001C400000000000003F400000000000001C400000000000003E400000000000001C400000000000003D4000000000000018400000000000003D4000000000000018400000000000003C4000000000000014400000000000003C4000000000000014400000000000003B4000000000000010400000000000003B4000000000000008400000000000003B4000000000000000400000000000003B40000000000000F03F0000000000003B40000000000000F03F0000000000003C4000000000000000000000000000003C4000000000000000000000000000003D4000000000000000000000000000003E4000000000000000000000000000003F400000000000000000000000000000404000000000000000000000000000804040000000000000F03F0000000000804040000000000000F03F000000000000414000000000000000400000000000004140000000000000084000000000000041400000000000001040000000000000414000000000000014400000000000004140,010100002073080000C41D7147DC11074047DC1177C41D3E40,2119
19,010600002073080000010000000103000000010000001F00000000000000000000000000000000003B4000000000000000000000000000003C40000000000000F03F0000000000003C40000000000000F03F0000000000003B4000000000000000400000000000003B4000000000000008400000000000003B4000000000000010400000000000003B4000000000000014400000000000003B4000000000000018400000000000003B4000000000000018400000000000003A400000000000001C400000000000003A400000000000001C4000000000000039400000000000001C4000000000000038400000000000001C4000000000000037400000000000001C4000000000000036400000000000001840000000000000364000000000000018400000000000003540000000000000144000000000000035400000000000001440000000000000344000000000000010400000000000003440000000000000084000000000000034400000000000000040000000000000344000000000000000400000000000003540000000000000F03F0000000000003540000000000000F03F00000000000036400000000000000000000000000000364000000000000000000000000000003740000000000000000000000000000038400000000000000000000000000000394000000000000000000000000000003A4000000000000000000000000000003B40,010100002073080000B923EE883BE206405953D69435653740,2160
20,0106000020730800000300000001030000000100000021000000000000000000104000000000000034400000000000001440000000000000344000000000000014400000000000003540000000000000184000000000000035400000000000001840000000000000344000000000000018400000000000003340000000000000184000000000000032400000000000001C4000000000000032400000000000001C40000000000000314000000000000020400000000000003140000000000000204000000000000030400000000000001C400000000000003040000000000000184000000000000030400000000000001840000000000000314000000000000014400000000000003140000000000000104000000000000031400000000000000840000000000000314000000000000000400000000000003140000000000000F03F0000000000003140000000000000F03F000000000000304000000000000000000000000000003040000000000000000000000000000031400000000000000000000000000000324000000000000000000000000000003340000000000000000000000000000034400000000000000000000000000000354000000000000000000000000000003640000000000000F03F0000000000003640000000000000F03F0000000000003540000000000000004000000000000035400000000000000040000000000000344000000000000008400000000000003440000000000000104000000000000034400103000000010000000500000000000000000018400000000000003540000000000000184000000000000036400000000000001C4000000000000036400000000000001C40000000000000354000000000000018400000000000003540010300000001000000050000000000000000001C4000000000000036400000000000001C40000000000000374000000000000020400000000000003740000000000000204000000000000036400000000000001C400000000000003640,0101000020730800006EDBB66DDBB607402549922449523240,1415
21,010600002073080000010000000103000000010000001F0000000000000000001C4000000000000037400000000000001C4000000000000038400000000000001C4000000000000039400000000000001C400000000000003A4000000000000018400000000000003A4000000000000018400000000000003B4000000000000018400000000000003C400000000000001C400000000000003C400000000000001C400000000000003D4000000000000020400000000000003D4000000000000020400000000000003E4000000000000022400000000000003E4000000000000024400000000000003E4000000000000026400000000000003E4000000000000026400000000000003D4000000000000028400000000000003D4000000000000028400000000000003C4000000000000028400000000000003B4000000000000028400000000000003A400000000000002A400000000000003A400000000000002A4000000000000039400000000000002840000000000000394000000000000028400000000000003840000000000000264000000000000038400000000000002640000000000000374000000000000026400000000000003640000000000000244000000000000036400000000000002240000000000000364000000000000020400000000000003640000000000000204000000000000037400000000000001C400000000000003740,010100002073080000CA6B28AFA1BC2140AFA1BC86F29A3940,1889
22,010600002073080000010000000103000000010000001B00000000000000000026400000000000003F4000000000000026400000000000003E4000000000000024400000000000003E4000000000000022400000000000003E4000000000000020400000000000003E400000000000001C400000000000003E400000000000001C400000000000003F400000000000001C4000000000000040400000000000001C4000000000008040400000000000001840000000000080404000000000000018400000000000004140000000000000184000000000008041400000000000001C4000000000008041400000000000001C400000000000004240000000000000204000000000000042400000000000002040000000000080424000000000000022400000000000804240000000000000224000000000000042400000000000002440000000000000424000000000000026400000000000004240000000000000264000000000008041400000000000002640000000000000414000000000000026400000000000804040000000000000264000000000000040400000000000002840000000000000404000000000000028400000000000003F4000000000000026400000000000003F40,0101000020730800009224499224C920402549922449524040,1351
23,010600002073080000030000000103000000010000000700000000000000000020400000000000804240000000000000204000000000000043400000000000002040000000000080434000000000000022400000000000804340000000000000224000000000000043400000000000002240000000000080424000000000000020400000000000804240010300000001000000050000000000000000002240000000000000424000000000000022400000000000804240000000000000244000000000008042400000000000002440000000000000424000000000000022400000000000004240010300000001000000130000000000000000002240000000000080444000000000000022400000000000004440000000000000204000000000000044400000000000001C4000000000000044400000000000001C40000000000080444000000000000018400000000000804440000000000000144000000000008044400000000000001440000000000000454000000000000018400000000000004540000000000000184000000000008045400000000000001C4000000000008045400000000000001C40000000000000464000000000000020400000000000004640000000000000224000000000000046400000000000002240000000000080454000000000000024400000000000804540000000000000244000000000000045400000000000002440000000000080444000000000000022400000000000804440,0101000020730800000000000000001E400000000000504440,737
24,010600002073080000010000000103000000010000001B0000000000000000001440000000000000454000000000000014400000000000804440000000000000104000000000008044400000000000000840000000000080444000000000000000400000000000804440000000000000F03F000000000080444000000000000000000000000000804440000000000000000000000000000045400000000000000000000000000080454000000000000000000000000000004640000000000000000000000000008046400000000000000000000000000000474000000000000000000000000000804740000000000000F03F0000000000804740000000000000F03F0000000000004840000000000000004000000000000048400000000000000840000000000000484000000000000010400000000000004840000000000000104000000000008047400000000000001440000000000080474000000000000018400000000000804740000000000000184000000000000047400000000000001840000000000080464000000000000018400000000000004640000000000000184000000000008045400000000000001840000000000000454000000000000014400000000000004540,01010000207308000087F21ACA6B280340BD86F21ACAEB4540,1928
25,0106000020730800000100000001030000000100000017000000000000000000000000000000008047400000000000000000000000000000484000000000000000000000000000804840000000000000000000000000000049400000000000000000000000000080494000000000000000000000000000004A40000000000000F03F0000000000004A40000000000000F03F0000000000804A4000000000000000400000000000804A4000000000000008400000000000804A4000000000000008400000000000004A4000000000000010400000000000004A4000000000000014400000000000004A4000000000000014400000000000804940000000000000144000000000000049400000000000001440000000000080484000000000000010400000000000804840000000000000104000000000000048400000000000000840000000000000484000000000000000400000000000004840000000000000F03F0000000000004840000000000000F03F000000000080474000000000000000000000000000804740,0101000020730800005D74D145175DFC3F175D74D145D74840,1101
26,010600002073080000010000000103000000010000001D00000000000000000014400000000000004A4000000000000010400000000000004A4000000000000008400000000000004A4000000000000008400000000000804A4000000000000000400000000000804A40000000000000F03F0000000000804A40000000000000F03F0000000000004B40000000000000F03F0000000000804B40000000000000F03F0000000000004C40000000000000F03F0000000000804C40000000000000F03F0000000000004D4000000000000000400000000000004D4000000000000000400000000000804D4000000000000008400000000000804D4000000000000010400000000000804D4000000000000014400000000000804D4000000000000018400000000000804D400000000000001C400000000000804D400000000000001C400000000000004D400000000000001C400000000000804C4000000000000020400000000000804C4000000000000020400000000000004C4000000000000020400000000000804B4000000000000020400000000000004B400000000000001C400000000000004B400000000000001C400000000000804A4000000000000018400000000000804A4000000000000018400000000000004A4000000000000014400000000000004A40,010100002073080000D4AE44ED4AD40E4013B52B51BB924B40,2104
27,01060000207308000001000000010300000001000000190000000000000000001C400000000000004E400000000000001C400000000000804D4000000000000018400000000000804D4000000000000014400000000000804D4000000000000010400000000000804D4000000000000008400000000000804D4000000000000000400000000000804D4000000000000000400000000000004E40000000000000F03F0000000000004E40000000000000F03F0000000000804E40000000000000F03F0000000000004F40000000000000F03F0000000000804F4000000000000000400000000000804F400000000000000040000000000000504000000000000008400000000000005040000000000000084000000000004050400000000000001040000000000040504000000000000014400000000000405040000000000000144000000000000050400000000000001840000000000000504000000000000018400000000000804F400000000000001C400000000000804F400000000000001C400000000000004F400000000000001C400000000000804E400000000000001C400000000000004E40,010100002073080000D408CB3D8DB00C407C1A61B9A7914E40,1491
287,01060000207308000001000000010300000001000000050000000000000000003B400000000000005B400000000000003B400000000000405B400000000000003C400000000000405B400000000000003C400000000000005B400000000000003B400000000000005B40,0101000020730800000000000000003B400000000000005B40,3413
288,01060000207308000001000000010300000001000000050000000000000000003C400000000000C05A400000000000003C400000000000005B400000000000003D400000000000005B400000000000003D400000000000C05A400000000000003C400000000000C05A40,0101000020730800000000000000003C400000000000C05A40,4745
28,010600002073080000010000000103000000010000001D00000000000000000008400000000000405040000000000000084000000000000050400000000000000040000000000000504000000000000000400000000000804F40000000000000F03F0000000000804F4000000000000000000000000000804F4000000000000000000000000000005040000000000000000000000000004050400000000000000000000000000080504000000000000000000000000000C05040000000000000000000000000000051400000000000000000000000000040514000000000000000000000000000805140000000000000F03F00000000008051400000000000000040000000000080514000000000000000400000000000C0514000000000000008400000000000C0514000000000000010400000000000C05140000000000000104000000000008051400000000000001440000000000080514000000000000014400000000000405140000000000000184000000000004051400000000000001840000000000000514000000000000018400000000000C050400000000000001840000000000080504000000000000018400000000000405040000000000000144000000000004050400000000000001040000000000040504000000000000008400000000000405040,010100002073080000E4388EE3388E01408EE3388EE3A85040,1753
29,010600002073080000010000000103000000010000002100000000000000000010400000000000C0514000000000000008400000000000C0514000000000000000400000000000C0514000000000000000400000000000805140000000000000F03F0000000000805140000000000000F03F0000000000C0514000000000000000000000000000C0514000000000000000000000000000005240000000000000000000000000004052400000000000000000000000000080524000000000000000000000000000C052400000000000000000000000000000534000000000000000000000000000405340000000000000F03F000000000040534000000000000000400000000000405340000000000000004000000000008053400000000000000840000000000080534000000000000010400000000000805340000000000000144000000000008053400000000000001440000000000040534000000000000018400000000000405340000000000000184000000000000053400000000000001C4000000000000053400000000000001C400000000000C052400000000000001C4000000000008052400000000000001C4000000000004052400000000000001C4000000000000052400000000000001840000000000000524000000000000018400000000000C0514000000000000014400000000000C05140000000000000144000000000008051400000000000001040000000000080514000000000000010400000000000C05140,010100002073080000176CC1166CC1064050FAA44FFA645240,2297
30,0106000020730800000100000001030000000100000017000000000000000000000000000000004053400000000000000000000000000080534000000000000000000000000000C05340000000000000000000000000000054400000000000000000000000000040544000000000000000000000000000805440000000000000F03F0000000000805440000000000000F03F0000000000C0544000000000000000400000000000C0544000000000000008400000000000C05440000000000000084000000000008054400000000000001040000000000080544000000000000014400000000000805440000000000000144000000000004054400000000000001440000000000000544000000000000014400000000000C053400000000000001440000000000080534000000000000010400000000000805340000000000000084000000000008053400000000000000040000000000080534000000000000000400000000000405340000000000000F03F000000000040534000000000000000000000000000405340,010100002073080000555555555555FD3F0000000000E05340,1212
31,010600002073080000010000000103000000010000001D0000000000000000000000000000000080544000000000000000000000000000C0544000000000000000000000000000005540000000000000000000000000004055400000000000000000000000000080554000000000000000000000000000C05540000000000000F03F0000000000C05540000000000000F03F000000000000564000000000000000400000000000005640000000000000004000000000004056400000000000000840000000000040564000000000000010400000000000405640000000000000104000000000000056400000000000001440000000000000564000000000000014400000000000C0554000000000000018400000000000C0554000000000000018400000000000805540000000000000184000000000004055400000000000001840000000000000554000000000000018400000000000C0544000000000000014400000000000C0544000000000000014400000000000805440000000000000104000000000008054400000000000000840000000000080544000000000000008400000000000C0544000000000000000400000000000C05440000000000000F03F0000000000C05440000000000000F03F000000000080544000000000000000000000000000805440,010100002073080000E1830F3EF8E00340B2C9269B6C325540,1611
32,010600002073080000010000000103000000010000000B00000000000000000010400000000000805640000000000000104000000000004056400000000000000840000000000040564000000000000000400000000000405640000000000000F03F0000000000405640000000000000F03F00000000008056400000000000000040000000000080564000000000000000400000000000C0564000000000000008400000000000C0564000000000000010400000000000C0564000000000000010400000000000805640,0101000020730800009A999999999901409A99999999595640,261
33,0106000020730800000100000001030000000100000021000000000000000000000000000000004056400000000000000000000000000080564000000000000000000000000000C05640000000000000000000000000000057400000000000000000000000000040574000000000000000000000000000805740000000000000F03F0000000000805740000000000000F03F0000000000C0574000000000000000400000000000C0574000000000000008400000000000C05740000000000000084000000000008057400000000000001040000000000080574000000000000014400000000000805740000000000000144000000000004057400000000000001440000000000000574000000000000014400000000000C056400000000000001440000000000080564000000000000014400000000000405640000000000000104000000000004056400000000000001040000000000080564000000000000010400000000000C0564000000000000008400000000000C0564000000000000000400000000000C0564000000000000000400000000000805640000000000000F03F0000000000805640000000000000F03F00000000004056400000000000000040000000000040564000000000000000400000000000005640000000000000F03F0000000000005640000000000000F03F0000000000C0554000000000000000000000000000C055400000000000000000000000000000564000000000000000000000000000405640,01010000207308000085EB51B81E85FB3F0AD7A3703DCA5640,1233
34,010600002073080000010000000103000000010000001900000000000000000014400000000000805740000000000000104000000000008057400000000000000840000000000080574000000000000008400000000000C0574000000000000000400000000000C0574000000000000000400000000000005840000000000000F03F0000000000005840000000000000F03F0000000000405840000000000000004000000000004058400000000000000040000000000080584000000000000000400000000000C0584000000000000008400000000000C058400000000000000840000000000000594000000000000010400000000000005940000000000000144000000000000059400000000000001840000000000000594000000000000018400000000000C058400000000000001C400000000000C058400000000000001C4000000000008058400000000000001C4000000000004058400000000000001C4000000000000058400000000000001C400000000000C0574000000000000018400000000000C057400000000000001840000000000080574000000000000014400000000000805740,010100002073080000C7711CC7711C0F40ED25B497D01E5840,1319
35,010600002073080000010000000103000000010000002500000000000000000000000000000000005840000000000000000000000000004058400000000000000000000000000080584000000000000000000000000000C0584000000000000000000000000000005940000000000000000000000000004059400000000000000000000000000080594000000000000000000000000000C0594000000000000000000000000000005A40000000000000F03F0000000000005A4000000000000000400000000000005A4000000000000000400000000000405A4000000000000008400000000000405A4000000000000008400000000000005A4000000000000010400000000000005A4000000000000014400000000000005A4000000000000014400000000000C0594000000000000018400000000000C0594000000000000018400000000000805940000000000000184000000000004059400000000000001840000000000000594000000000000014400000000000005940000000000000104000000000000059400000000000000840000000000000594000000000000008400000000000C0584000000000000000400000000000C058400000000000000040000000000080584000000000000000400000000000405840000000000000F03F0000000000405840000000000000F03F00000000000058400000000000000040000000000000584000000000000000400000000000C05740000000000000F03F0000000000C05740000000000000F03F00000000008057400000000000000000000000000080574000000000000000000000000000C0574000000000000000000000000000005840,010100002073080000CDCCCCCCCCCCFC3F7550077550075940,1748
36,010600002073080000010000000103000000010000001F00000000000000000000400000000000405A4000000000000000400000000000005A40000000000000F03F0000000000005A4000000000000000000000000000005A4000000000000000000000000000405A4000000000000000000000000000805A4000000000000000000000000000C05A4000000000000000000000000000005B4000000000000000000000000000405B4000000000000000000000000000805B40000000000000F03F0000000000805B40000000000000F03F0000000000C05B4000000000000000400000000000C05B4000000000000008400000000000C05B4000000000000010400000000000C05B4000000000000014400000000000C05B4000000000000014400000000000805B4000000000000018400000000000805B4000000000000018400000000000405B400000000000001C400000000000405B400000000000001C400000000000005B400000000000001C400000000000C05A400000000000001C400000000000805A4000000000000018400000000000805A4000000000000018400000000000405A4000000000000014400000000000405A4000000000000014400000000000005A4000000000000010400000000000005A4000000000000008400000000000005A4000000000000008400000000000405A4000000000000000400000000000405A40,010100002073080000A95D89DA95A805400000000000C05A40,1973
37,010600002073080000010000000103000000010000001B00000000000000000018400000000000405B4000000000000018400000000000805B4000000000000014400000000000805B4000000000000014400000000000C05B4000000000000010400000000000C05B4000000000000010400000000000005C4000000000000010400000000000405C4000000000000010400000000000805C4000000000000014400000000000805C4000000000000014400000000000C05C4000000000000018400000000000C05C400000000000001C400000000000C05C4000000000000020400000000000C05C4000000000000022400000000000C05C4000000000000024400000000000C05C4000000000000024400000000000805C4000000000000024400000000000405C4000000000000026400000000000405C4000000000000026400000000000005C4000000000000024400000000000005C4000000000000024400000000000C05B4000000000000024400000000000805B4000000000000022400000000000805B4000000000000022400000000000405B4000000000000020400000000000405B400000000000001C400000000000405B4000000000000018400000000000405B40,0101000020730800000000000000401B400000000000EE5B40,1583
