id ,Geom,Centroid,Demand
11,010600002073080000010000000103000000010000001B0000000000000000000840000000000000354000000000000008400000000000003440000000000000084000000000000033400000000000000840000000000000324000000000000008400000000000003140000000000000104000000000000031400000000000001040000000000000304000000000000010400000000000002E4000000000000008400000000000002E40000000000000084000000000000030400000000000000040000000000000304000000000000000400000000000002E40000000000000F03F0000000000002E4000000000000000000000000000002E4000000000000000000000000000003040000000000000000000000000000031400000000000000000000000000000324000000000000000000000000000003340000000000000000000000000000034400000000000000000000000000000354000000000000000000000000000003640000000000000F03F00000000000036400000000000000040000000000000364000000000000008400000000000003640000000000000104000000000000036400000000000001040000000000000354000000000000008400000000000003540,01010000207308000038BDE94D6F7AF33F91852C64210B3240,1101
12,010600002073080000010000000103000000010000001B000000000000000000104000000000000036400000000000000840000000000000364000000000000000400000000000003640000000000000F03F00000000000036400000000000000000000000000000364000000000000000000000000000003740000000000000000000000000000038400000000000000000000000000000394000000000000000000000000000003A4000000000000000000000000000003B4000000000000000000000000000003C40000000000000F03F0000000000003C40000000000000F03F0000000000003D4000000000000000400000000000003D4000000000000008400000000000003D4000000000000010400000000000003D4000000000000010400000000000003C4000000000000014400000000000003C4000000000000018400000000000003C4000000000000018400000000000003B4000000000000018400000000000003A40000000000000184000000000000039400000000000001840000000000000384000000000000018400000000000003740000000000000144000000000000037400000000000001440000000000000364000000000000010400000000000003640,01010000207308000087F21ACA6B280340790DE53594D73840,1916
13,010600002073080000010000000103000000010000001B00000000000000000000000000000000003C4000000000000000000000000000003D4000000000000000000000000000003E4000000000000000000000000000003F40000000000000000000000000000040400000000000000000000000000080404000000000000000000000000000004140000000000000F03F0000000000004140000000000000F03F0000000000804140000000000000004000000000008041400000000000000840000000000080414000000000000010400000000000804140000000000000104000000000000041400000000000001440000000000000414000000000000018400000000000004140000000000000184000000000008040400000000000001840000000000000404000000000000018400000000000003F4000000000000018400000000000003E4000000000000014400000000000003E4000000000000014400000000000003D4000000000000010400000000000003D4000000000000008400000000000003D4000000000000000400000000000003D40000000000000F03F0000000000003D40000000000000F03F0000000000003C4000000000000000000000000000003C40,0101000020730800006DB2C9269B6C02403EF8E0830F3E3F40,1614
14,01060000207308000001000000010300000001000000190000000000000000001840000000000000414000000000000014400000000000004140000000000000104000000000000041400000000000001040000000000080414000000000000008400000000000804140000000000000084000000000000042400000000000000040000000000000424000000000000000400000000000804240000000000000004000000000000043400000000000000840000000000000434000000000000008400000000000804340000000000000104000000000008043400000000000001040000000000000444000000000000014400000000000004440000000000000184000000000000044400000000000001C4000000000000044400000000000001C40000000000080434000000000000020400000000000804340000000000000204000000000000043400000000000002040000000000080424000000000000020400000000000004240000000000000204000000000008041400000000000001C4000000000008041400000000000001C40000000000000414000000000000018400000000000004140,1.01E+48,1401
29,010600002073080000010000000103000000010000001B00000000000000000000000000000000005A4000000000000000000000000000405A4000000000000000000000000000805A4000000000000000000000000000C05A4000000000000000000000000000005B4000000000000000000000000000405B40000000000000F03F0000000000405B40000000000000F03F0000000000805B4000000000000000400000000000805B4000000000000008400000000000805B4000000000000010400000000000805B4000000000000014400000000000805B4000000000000014400000000000405B4000000000000018400000000000405B4000000000000018400000000000005B4000000000000018400000000000C05A4000000000000018400000000000805A4000000000000018400000000000405A4000000000000014400000000000405A4000000000000014400000000000005A4000000000000010400000000000005A4000000000000008400000000000005A4000000000000008400000000000405A4000000000000000400000000000405A40000000000000F03F0000000000405A40000000000000F03F0000000000005A4000000000000000000000000000005A40,010100002073080000DF7BEFBDF7DE0340A594524A29A55A40,1577
15,0106000020730800000100000001030000000100000021000000000000000000004000000000000043400000000000000040000000000080424000000000000000400000000000004240000000000000084000000000000042400000000000000840000000000080414000000000000000400000000000804140000000000000F03F0000000000804140000000000000F03F000000000000414000000000000000000000000000004140000000000000000000000000008041400000000000000000000000000000424000000000000000000000000000804240000000000000000000000000000043400000000000000000000000000080434000000000000000000000000000004440000000000000000000000000008044400000000000000000000000000000454000000000000000000000000000804540000000000000F03F00000000008045400000000000000040000000000080454000000000000008400000000000804540000000000000104000000000008045400000000000001440000000000080454000000000000014400000000000004540000000000000184000000000000045400000000000001840000000000080444000000000000018400000000000004440000000000000144000000000000044400000000000001040000000000000444000000000000010400000000000804340000000000000084000000000008043400000000000000840000000000000434000000000000000400000000000004340,010100002073080000000000000000FB3F00000000008C4340,1660
16,01060000207308000001000000010300000001000000150000000000000000001440000000000000454000000000000014400000000000804540000000000000104000000000008045400000000000001040000000000000464000000000000010400000000000804640000000000000104000000000000047400000000000001040000000000080474000000000000014400000000000804740000000000000184000000000008047400000000000001C40000000000080474000000000000020400000000000804740000000000000224000000000008047400000000000002240000000000000474000000000000022400000000000804640000000000000224000000000000046400000000000002240000000000080454000000000000020400000000000804540000000000000204000000000000045400000000000001C4000000000000045400000000000001840000000000000454000000000000014400000000000004540,0101000020730800000000000000001840210B59C842164640,1175
17,010600002073080000010000000103000000010000001D0000000000000000002240000000000000484000000000000022400000000000804740000000000000204000000000008047400000000000001C400000000000804740000000000000184000000000008047400000000000001440000000000080474000000000000010400000000000804740000000000000104000000000000048400000000000000840000000000000484000000000000008400000000000804840000000000000084000000000000049400000000000000840000000000080494000000000000008400000000000004A4000000000000010400000000000004A4000000000000010400000000000804A4000000000000014400000000000804A4000000000000014400000000000004B4000000000000018400000000000004B400000000000001C400000000000004B400000000000001C400000000000804A4000000000000020400000000000804A4000000000000022400000000000804A4000000000000022400000000000004A4000000000000024400000000000004A400000000000002440000000000080494000000000000024400000000000004940000000000000244000000000008048400000000000002440000000000000484000000000000022400000000000004840,0101000020730800006666666666E617406666666666D64840,1862
18,010600002073080000010000000103000000010000001F00000000000000000014400000000000004B4000000000000014400000000000804A4000000000000010400000000000804A4000000000000010400000000000004A4000000000000008400000000000004A4000000000000000400000000000004A40000000000000F03F0000000000004A4000000000000000000000000000004A4000000000000000000000000000804A4000000000000000000000000000004B4000000000000000000000000000804B4000000000000000000000000000004C4000000000000000000000000000804C4000000000000000000000000000004D40000000000000F03F0000000000004D40000000000000F03F0000000000804D4000000000000000400000000000804D4000000000000000400000000000004E4000000000000008400000000000004E4000000000000010400000000000004E4000000000000010400000000000804D4000000000000014400000000000804D4000000000000018400000000000804D4000000000000018400000000000004D400000000000001C400000000000004D400000000000001C400000000000804C400000000000001C400000000000004C400000000000001C400000000000804B400000000000001C400000000000004B4000000000000018400000000000004B4000000000000014400000000000004B40,010100002073080000D145175D74D105408C2EBAE8A2AB4B40,2264
19,010600002073080000010000000103000000010000002300000000000000000000400000000000004E4000000000000000400000000000804D40000000000000F03F0000000000804D40000000000000F03F0000000000004D4000000000000000000000000000004D4000000000000000000000000000804D4000000000000000000000000000004E4000000000000000000000000000804E4000000000000000000000000000004F4000000000000000000000000000804F40000000000000000000000000000050400000000000000000000000000040504000000000000000000000000000805040000000000000F03F00000000008050400000000000000040000000000080504000000000000000400000000000C0504000000000000008400000000000C0504000000000000010400000000000C0504000000000000014400000000000C050400000000000001440000000000080504000000000000018400000000000805040000000000000184000000000004050400000000000001C4000000000004050400000000000001C4000000000000050400000000000001C400000000000804F400000000000001C400000000000004F400000000000001C400000000000804E400000000000001C400000000000004E4000000000000018400000000000004E4000000000000018400000000000804D4000000000000014400000000000804D4000000000000010400000000000804D4000000000000010400000000000004E4000000000000008400000000000004E4000000000000000400000000000004E40,010100002073080000AC0F8DF5A1B106404992244992244F40,2407
20,010600002073080000010000000103000000010000001D0000000000000000000000000000000080504000000000000000000000000000C0504000000000000000000000000000005140000000000000000000000000004051400000000000000000000000000080514000000000000000000000000000C0514000000000000000000000000000005240000000000000F03F0000000000005240000000000000F03F000000000040524000000000000000400000000000405240000000000000084000000000004052400000000000001040000000000040524000000000000014400000000000405240000000000000144000000000000052400000000000001840000000000000524000000000000018400000000000C051400000000000001C400000000000C051400000000000001C4000000000008051400000000000001C400000000000405140000000000000184000000000004051400000000000001840000000000000514000000000000018400000000000C0504000000000000014400000000000C0504000000000000010400000000000C0504000000000000008400000000000C0504000000000000000400000000000C0504000000000000000400000000000805040000000000000F03F000000000080504000000000000000000000000000805040,0101000020730800001BCA6B28AFA10440BD86F21ACA4B5140,1975
21,010600002073080000010000000103000000010000001700000000000000000018400000000000C051400000000000001840000000000000524000000000000014400000000000005240000000000000144000000000004052400000000000001440000000000080524000000000000014400000000000C0524000000000000014400000000000005340000000000000184000000000000053400000000000001C4000000000000053400000000000001C4000000000004053400000000000002040000000000040534000000000000020400000000000005340000000000000224000000000000053400000000000002440000000000000534000000000000024400000000000C052400000000000002440000000000080524000000000000024400000000000405240000000000000244000000000000052400000000000002240000000000000524000000000000022400000000000C0514000000000000020400000000000C051400000000000001C400000000000C0514000000000000018400000000000C05140,0101000020730800000000000000001C40ABAAAAAAAA525240,1231
22,010600002073080000010000000103000000010000001D0000000000000000001C4000000000004053400000000000001C400000000000005340000000000000184000000000000053400000000000001440000000000000534000000000000014400000000000C0524000000000000010400000000000C0524000000000000008400000000000C0524000000000000000400000000000C0524000000000000000400000000000005340000000000000F03F0000000000005340000000000000F03F0000000000405340000000000000F03F00000000008053400000000000000000000000000080534000000000000000000000000000C0534000000000000000000000000000005440000000000000F03F0000000000005440000000000000F03F0000000000405440000000000000004000000000004054400000000000000040000000000080544000000000000008400000000000805440000000000000104000000000008054400000000000001440000000000080544000000000000018400000000000805440000000000000184000000000004054400000000000001C4000000000004054400000000000001C4000000000000054400000000000001C400000000000C053400000000000001C4000000000008053400000000000001C400000000000405340,0101000020730800001AA4411AA4410A406990066990865340,1986
23,010600002073080000010000000103000000010000001B00000000000000000000000000000000005440000000000000000000000000004054400000000000000000000000000080544000000000000000000000000000C0544000000000000000000000000000005540000000000000000000000000004055400000000000000000000000000080554000000000000000000000000000C05540000000000000F03F0000000000C0554000000000000000400000000000C0554000000000000008400000000000C0554000000000000010400000000000C0554000000000000014400000000000C055400000000000001440000000000080554000000000000018400000000000805540000000000000184000000000004055400000000000001840000000000000554000000000000018400000000000C05440000000000000184000000000008054400000000000001440000000000080544000000000000010400000000000805440000000000000084000000000008054400000000000000040000000000080544000000000000000400000000000405440000000000000F03F0000000000405440000000000000F03F000000000000544000000000000000000000000000005440,0101000020730800000000000000C001400000000000E85440,1557
24,01060000207308000001000000010300000001000000170000000000000000001840000000000080544000000000000018400000000000C0544000000000000018400000000000005540000000000000184000000000004055400000000000001C4000000000004055400000000000001C40000000000080554000000000000020400000000000805540000000000000224000000000008055400000000000002440000000000080554000000000000024400000000000405540000000000000264000000000004055400000000000002640000000000000554000000000000026400000000000C054400000000000002640000000000080544000000000000026400000000000405440000000000000244000000000004054400000000000002440000000000000544000000000000022400000000000005440000000000000204000000000000054400000000000001C4000000000000054400000000000001C4000000000004054400000000000001840000000000040544000000000000018400000000000805440,01010000207308000000000000000020400000000000A05440,1263
25,010600002073080000010000000103000000010000001100000000000000000024400000000000C055400000000000002440000000000080554000000000000022400000000000805540000000000000204000000000008055400000000000001C4000000000008055400000000000001840000000000080554000000000000018400000000000C0554000000000000018400000000000005640000000000000184000000000004056400000000000001C4000000000004056400000000000001C400000000000805640000000000000204000000000008056400000000000002240000000000080564000000000000024400000000000805640000000000000244000000000004056400000000000002440000000000000564000000000000024400000000000C05540,0101000020730800006666666666661E409A99999999D95540,780
26,010600002073080000010000000103000000010000001B0000000000000000001440000000000080554000000000000014400000000000C0554000000000000010400000000000C0554000000000000008400000000000C0554000000000000000400000000000C0554000000000000000400000000000005640000000000000F03F0000000000005640000000000000F03F0000000000405640000000000000F03F0000000000805640000000000000F03F0000000000C05640000000000000F03F00000000000057400000000000000040000000000000574000000000000000400000000000405740000000000000084000000000004057400000000000001040000000000040574000000000000014400000000000405740000000000000144000000000000057400000000000001840000000000000574000000000000018400000000000C056400000000000001C400000000000C056400000000000001C4000000000008056400000000000001C400000000000405640000000000000184000000000004056400000000000001840000000000000564000000000000018400000000000C055400000000000001840000000000080554000000000000014400000000000805540,010100002073080000ABAAAAAAAAAA0A403333333333535640,1487
27,01060000207308000001000000010300000001000000210000000000000000000040000000000040574000000000000000400000000000005740000000000000F03F0000000000005740000000000000F03F0000000000C0564000000000000000000000000000C0564000000000000000000000000000005740000000000000000000000000004057400000000000000000000000000080574000000000000000000000000000C05740000000000000000000000000000058400000000000000000000000000040584000000000000000000000000000805840000000000000F03F0000000000805840000000000000F03F0000000000C0584000000000000000400000000000C0584000000000000000400000000000005940000000000000084000000000000059400000000000001040000000000000594000000000000010400000000000C0584000000000000014400000000000C0584000000000000018400000000000C05840000000000000184000000000008058400000000000001C4000000000008058400000000000001C4000000000004058400000000000001C4000000000000058400000000000001C400000000000C057400000000000001C400000000000805740000000000000184000000000008057400000000000001840000000000040574000000000000014400000000000405740000000000000104000000000004057400000000000000840000000000040574000000000000000400000000000405740,010100002073080000D145175D74D1054046175D74D1D55740,2214
28,01060000207308000001000000010300000001000000190000000000000000000040000000000000594000000000000000400000000000C05840000000000000F03F0000000000C05840000000000000F03F00000000008058400000000000000000000000000080584000000000000000000000000000C0584000000000000000000000000000005940000000000000000000000000004059400000000000000000000000000080594000000000000000000000000000C0594000000000000000000000000000005A40000000000000F03F0000000000005A40000000000000F03F0000000000405A4000000000000000400000000000405A4000000000000008400000000000405A4000000000000008400000000000005A4000000000000010400000000000005A4000000000000010400000000000C0594000000000000014400000000000C05940000000000000144000000000008059400000000000001440000000000040594000000000000014400000000000005940000000000000104000000000000059400000000000000840000000000000594000000000000000400000000000005940,010100002073080000ABAAAAAAAAAAFA3FABAAAAAAAA525940,1189
528,010600002073080000010000000103000000010000000500000000000000000054400000000000005D4000000000000054400000000000405D4000000000004054400000000000405D4000000000004054400000000000005D4000000000000054400000000000005D40,01010000207308000000000000000054400000000000005D40,1586
30,010600002073080000010000000103000000010000001B00000000000000000010400000000000C0594000000000000010400000000000005A4000000000000014400000000000005A4000000000000014400000000000405A4000000000000018400000000000405A4000000000000018400000000000805A400000000000001C400000000000805A4000000000000020400000000000805A4000000000000022400000000000805A4000000000000022400000000000405A4000000000000024400000000000405A4000000000000024400000000000005A4000000000000026400000000000005A4000000000000026400000000000C0594000000000000024400000000000C0594000000000000024400000000000805940000000000000244000000000004059400000000000002240000000000040594000000000000022400000000000005940000000000000204000000000000059400000000000001C4000000000000059400000000000001840000000000000594000000000000018400000000000405940000000000000144000000000004059400000000000001440000000000080594000000000000014400000000000C0594000000000000010400000000000C05940,0101000020730800000000000000001C402549922449A25940,1368
31,010600002073080000010000000103000000010000001D0000000000000000002440000000000080594000000000000024400000000000C0594000000000000026400000000000C0594000000000000028400000000000C059400000000000002A400000000000C059400000000000002C400000000000C059400000000000002E400000000000C059400000000000002E40000000000080594000000000000030400000000000805940000000000000304000000000004059400000000000003040000000000000594000000000000030400000000000C0584000000000000030400000000000805840000000000000304000000000004058400000000000002E4000000000004058400000000000002C4000000000004058400000000000002C4000000000000058400000000000002A40000000000000584000000000000028400000000000005840000000000000264000000000000058400000000000002640000000000040584000000000000024400000000000405840000000000000244000000000008058400000000000002240000000000080584000000000000022400000000000C0584000000000000022400000000000005940000000000000224000000000004059400000000000002440000000000040594000000000000024400000000000805940,0101000020730800004BD4AE44ED4A284089DA95A85DC95840,2017
32,01060000207308000001000000010300000001000000190000000000000000002E4000000000004058400000000000003040000000000040584000000000000031400000000000405840000000000000314000000000000058400000000000003240000000000000584000000000000032400000000000C0574000000000000032400000000000805740000000000000324000000000004057400000000000003240000000000000574000000000000032400000000000C0564000000000000031400000000000C0564000000000000030400000000000C056400000000000002E400000000000C056400000000000002C400000000000C056400000000000002A400000000000C056400000000000002A40000000000000574000000000000028400000000000005740000000000000284000000000004057400000000000002840000000000080574000000000000028400000000000C05740000000000000284000000000000058400000000000002A4000000000000058400000000000002C4000000000000058400000000000002C4000000000004058400000000000002E400000000000405840,0101000020730800000000000000402D400000000000565740,1545
33,010600002073080000010000000103000000010000001900000000000000000031400000000000C0564000000000000032400000000000C0564000000000000032400000000000805640000000000000324000000000004056400000000000003240000000000000564000000000000032400000000000C05540000000000000324000000000008055400000000000003140000000000080554000000000000031400000000000405540000000000000304000000000004055400000000000002E4000000000004055400000000000002C4000000000004055400000000000002C4000000000008055400000000000002A4000000000008055400000000000002A400000000000C0554000000000000028400000000000C055400000000000002840000000000000564000000000000028400000000000405640000000000000284000000000008056400000000000002A4000000000008056400000000000002A400000000000C056400000000000002C400000000000C056400000000000002E400000000000C0564000000000000030400000000000C0564000000000000031400000000000C05640,0101000020730800006BADB5D65A6B2D40ADB5D65A6BED5540,1522
34,010600002073080000010000000103000000010000001900000000000000000030400000000000405540000000000000314000000000004055400000000000003140000000000000554000000000000031400000000000C05440000000000000314000000000008054400000000000003140000000000040544000000000000030400000000000405440000000000000304000000000000054400000000000002E4000000000000054400000000000002C4000000000000054400000000000002A4000000000000054400000000000002840000000000000544000000000000028400000000000405440000000000000264000000000004054400000000000002640000000000080544000000000000026400000000000C054400000000000002640000000000000554000000000000026400000000000405540000000000000284000000000004055400000000000002A4000000000004055400000000000002A4000000000008055400000000000002C4000000000008055400000000000002C4000000000004055400000000000002E40000000000040554000000000000030400000000000405540,010100002073080000C2724F232CF72A402CF734C2728F5440,1502
35,010600002073080000010000000103000000010000001B0000000000000000002840000000000040554000000000000026400000000000405540000000000000244000000000004055400000000000002440000000000080554000000000000024400000000000C05540000000000000244000000000000056400000000000002440000000000040564000000000000024400000000000805640000000000000224000000000008056400000000000002040000000000080564000000000000020400000000000C0564000000000000020400000000000005740000000000000224000000000000057400000000000002440000000000000574000000000000026400000000000005740000000000000284000000000000057400000000000002A4000000000000057400000000000002A400000000000C056400000000000002A40000000000080564000000000000028400000000000805640000000000000284000000000004056400000000000002840000000000000564000000000000028400000000000C055400000000000002A400000000000C055400000000000002A4000000000008055400000000000002A40000000000040554000000000000028400000000000405540,010100002073080000D145175D74D124405D74D145171D5640,1052
36,010600002073080000010000000103000000010000001B0000000000000000002040000000000000574000000000000020400000000000C056400000000000001C400000000000C0564000000000000018400000000000C0564000000000000018400000000000005740000000000000144000000000000057400000000000001440000000000040574000000000000018400000000000405740000000000000184000000000008057400000000000001C4000000000008057400000000000001C400000000000C057400000000000001C4000000000000058400000000000001C40000000000040584000000000000020400000000000405840000000000000224000000000004058400000000000002440000000000040584000000000000026400000000000405840000000000000264000000000000058400000000000002840000000000000584000000000000028400000000000C0574000000000000028400000000000805740000000000000284000000000004057400000000000002840000000000000574000000000000026400000000000005740000000000000244000000000000057400000000000002240000000000000574000000000000020400000000000005740,010100002073080000CB3D8DB0DCD32040F734C2724F635740,1450
37,01060000207308000004000000010300000001000000050000000000000000001C4000000000008056400000000000001C400000000000C0564000000000000020400000000000C05640000000000000204000000000008056400000000000001C4000000000008056400103000000010000000500000000000000000018400000000000405540000000000000184000000000008055400000000000001C4000000000008055400000000000001C400000000000405540000000000000184000000000004055400103000000010000000D000000000000000000F03F00000000000056400000000000000040000000000000564000000000000000400000000000C05540000000000000F03F0000000000C0554000000000000000000000000000C0554000000000000000000000000000005640000000000000000000000000004056400000000000000000000000000080564000000000000000000000000000C05640000000000000F03F0000000000C05640000000000000F03F0000000000805640000000000000F03F0000000000405640000000000000F03F0000000000005640010300000001000000130000000000000000001C400000000000C053400000000000001C400000000000005440000000000000204000000000000054400000000000002240000000000000544000000000000024400000000000005440000000000000244000000000004054400000000000002640000000000040544000000000000028400000000000405440000000000000284000000000000054400000000000002640000000000000544000000000000026400000000000C0534000000000000026400000000000805340000000000000244000000000008053400000000000002240000000000080534000000000000022400000000000405340000000000000204000000000004053400000000000001C4000000000004053400000000000001C4000000000008053400000000000001C400000000000C05340,010100002073080000790DE53594D718400000000000805440,989
38,010600002073080000010000000103000000010000001D000000000000000000244000000000008053400000000000002640000000000080534000000000000026400000000000C0534000000000000028400000000000C053400000000000002A400000000000C053400000000000002C400000000000C053400000000000002E400000000000C053400000000000002E4000000000008053400000000000002E400000000000405340000000000000304000000000004053400000000000003040000000000000534000000000000030400000000000C052400000000000002E400000000000C052400000000000002E4000000000008052400000000000002E4000000000004052400000000000002C4000000000004052400000000000002A4000000000004052400000000000002840000000000040524000000000000026400000000000405240000000000000244000000000004052400000000000002440000000000080524000000000000024400000000000C0524000000000000024400000000000005340000000000000224000000000000053400000000000002040000000000000534000000000000020400000000000405340000000000000224000000000004053400000000000002240000000000080534000000000000024400000000000805340,010100002073080000E2E1E1E1E1E127400000000000E05240,1713
