id ,Geom,Centroid,demand
11,010600002073080000010000000103000000010000002D00000000000000008045400000000000003440000000000080454000000000000033400000000000804540000000000000324000000000000045400000000000003240000000000000454000000000000031400000000000004540000000000000304000000000008044400000000000003040000000000000444000000000000030400000000000804340000000000000304000000000008043400000000000002E4000000000000043400000000000002E4000000000008042400000000000002E4000000000000042400000000000002E4000000000008041400000000000002E4000000000008041400000000000003040000000000000414000000000000030400000000000004140000000000000314000000000008040400000000000003140000000000080404000000000000032400000000000804040000000000000334000000000008040400000000000003440000000000000404000000000000034400000000000004040000000000000354000000000008040400000000000003540000000000080404000000000000036400000000000804040000000000000374000000000000041400000000000003740000000000000414000000000000038400000000000804140000000000000384000000000008041400000000000003940000000000000424000000000000039400000000000804240000000000000394000000000008042400000000000003A4000000000000043400000000000003A4000000000008043400000000000003A4000000000008043400000000000003940000000000000444000000000000039400000000000804440000000000000394000000000008044400000000000003840000000000000454000000000000038400000000000004540000000000000374000000000008045400000000000003740000000000080454000000000000036400000000000804540000000000000354000000000008045400000000000003440,0101000020730800008C2EBAE8A2AB4240A38B2EBAE8C23340,2255
73,1.06E+210,1.01E+48,2046
74,1.06E+210,1.01E+48,2102
12,01060000207308000001000000010300000001000000210000000000000000003F4000000000000035400000000000004040000000000000354000000000000040400000000000003440000000000000404000000000000033400000000000004040000000000000324000000000000040400000000000003140000000000000404000000000000030400000000000003F4000000000000030400000000000003F400000000000002E400000000000003E400000000000002E400000000000003E400000000000002C400000000000003D400000000000002C400000000000003C400000000000002C400000000000003B400000000000002C400000000000003A400000000000002C400000000000003A400000000000002E4000000000000039400000000000002E4000000000000039400000000000003040000000000000384000000000000030400000000000003840000000000000314000000000000038400000000000003240000000000000384000000000000033400000000000003840000000000000344000000000000039400000000000003440000000000000394000000000000035400000000000003A4000000000000035400000000000003A4000000000000036400000000000003B4000000000000036400000000000003C4000000000000036400000000000003D4000000000000036400000000000003E4000000000000036400000000000003F4000000000000036400000000000003F400000000000003540,010100002073080000C7711CC7719C3B40C7711CC7719C3140,1257
13,010600002073080000010000000103000000010000002700000000000000000039400000000000002E400000000000003A400000000000002E400000000000003A400000000000002C400000000000003B400000000000002C400000000000003B400000000000002A400000000000003B4000000000000028400000000000003B4000000000000026400000000000003A4000000000000026400000000000003A4000000000000024400000000000003A400000000000002240000000000000394000000000000022400000000000003940000000000000204000000000000038400000000000002040000000000000374000000000000020400000000000003640000000000000204000000000000035400000000000002040000000000000354000000000000022400000000000003440000000000000224000000000000034400000000000002440000000000000334000000000000024400000000000003340000000000000264000000000000032400000000000002640000000000000324000000000000028400000000000003140000000000000284000000000000031400000000000002A4000000000000032400000000000002A4000000000000032400000000000002C4000000000000032400000000000002E400000000000003240000000000000304000000000000033400000000000003040000000000000334000000000000031400000000000003440000000000000314000000000000035400000000000003140000000000000364000000000000031400000000000003740000000000000314000000000000038400000000000003140000000000000384000000000000030400000000000003940000000000000304000000000000039400000000000002E40,01010000207308000010FCC00FFCC035406EE4466EE4462840,1686
14,01060000207308000001000000010300000001000000330000000000000000003040000000000000284000000000000030400000000000002A4000000000000030400000000000002C4000000000000030400000000000002E400000000000002E400000000000002E400000000000002E4000000000000030400000000000002C4000000000000030400000000000002C4000000000000031400000000000002A4000000000000031400000000000002A4000000000000032400000000000002A4000000000000033400000000000002A4000000000000034400000000000002A4000000000000035400000000000002A4000000000000036400000000000002A4000000000000037400000000000002C4000000000000037400000000000002C4000000000000038400000000000002E4000000000000038400000000000002E4000000000000039400000000000003040000000000000394000000000000031400000000000003940000000000000324000000000000039400000000000003340000000000000394000000000000034400000000000003940000000000000344000000000000038400000000000003540000000000000384000000000000036400000000000003840000000000000364000000000000037400000000000003640000000000000364000000000000037400000000000003640000000000000374000000000000035400000000000003740000000000000344000000000000037400000000000003340000000000000374000000000000032400000000000003740000000000000314000000000000036400000000000003140000000000000354000000000000031400000000000003440000000000000314000000000000033400000000000003140000000000000334000000000000030400000000000003240000000000000304000000000000032400000000000002E4000000000000032400000000000002C4000000000000032400000000000002A4000000000000031400000000000002A40000000000000314000000000000028400000000000003240000000000000284000000000000032400000000000002640000000000000314000000000000026400000000000003040000000000000264000000000000030400000000000002840,0101000020730800005E2093E205323140F734C2724F233340,2151
15,010600002073080000010000000103000000010000002500000000000000000036400000000000003840000000000000354000000000000038400000000000003440000000000000384000000000000034400000000000003940000000000000334000000000000039400000000000003240000000000000394000000000000032400000000000003A4000000000000031400000000000003A4000000000000031400000000000003B4000000000000031400000000000003C4000000000000031400000000000003D4000000000000031400000000000003E4000000000000032400000000000003E4000000000000032400000000000003F4000000000000033400000000000003F40000000000000334000000000000040400000000000003440000000000000404000000000000035400000000000004040000000000000354000000000008040400000000000003640000000000080404000000000000036400000000000004040000000000000374000000000000040400000000000003840000000000000404000000000000038400000000000003F4000000000000039400000000000003F4000000000000039400000000000003E400000000000003A400000000000003E400000000000003A400000000000003D400000000000003A400000000000003C400000000000003A400000000000003B400000000000003A400000000000003A4000000000000039400000000000003A400000000000003940000000000000394000000000000038400000000000003940000000000000384000000000000038400000000000003740000000000000384000000000000036400000000000003840,01010000207308000089888888880835402222222222A23B40,1470
16,01060000207308000001000000010300000001000000290000000000000000003540000000000080404000000000000035400000000000004040000000000000344000000000000040400000000000003340000000000000404000000000000033400000000000003F4000000000000032400000000000003F4000000000000031400000000000003F4000000000000030400000000000003F400000000000002E400000000000003F400000000000002E4000000000000040400000000000002C4000000000000040400000000000002C4000000000008040400000000000002A4000000000008040400000000000002A4000000000000041400000000000002A400000000000804140000000000000284000000000008041400000000000002840000000000000424000000000000028400000000000804240000000000000284000000000000043400000000000002A4000000000000043400000000000002A4000000000008043400000000000002C4000000000008043400000000000002C4000000000000044400000000000002E4000000000000044400000000000002E40000000000080444000000000000030400000000000804440000000000000314000000000008044400000000000003240000000000080444000000000000033400000000000804440000000000000344000000000008044400000000000003440000000000000444000000000000035400000000000004440000000000000354000000000008043400000000000003640000000000080434000000000000036400000000000004340000000000000364000000000008042400000000000003640000000000000424000000000000036400000000000804140000000000000364000000000000041400000000000003640000000000080404000000000000035400000000000804040,0101000020730800009A99999999C930409A99999999C94140,2023
17,01060000207308000001000000010300000001000000210000000000000000002640000000000000434000000000000028400000000000004340000000000000284000000000008042400000000000002840000000000000424000000000000028400000000000804140000000000000284000000000000041400000000000002840000000000080404000000000000026400000000000804040000000000000264000000000000040400000000000002440000000000000404000000000000024400000000000003F4000000000000022400000000000003F4000000000000020400000000000003F400000000000001C400000000000003F400000000000001C4000000000000040400000000000001840000000000000404000000000000014400000000000004040000000000000144000000000008040400000000000001440000000000000414000000000000010400000000000004140000000000000104000000000008041400000000000001040000000000000424000000000000014400000000000004240000000000000144000000000008042400000000000001440000000000000434000000000000018400000000000004340000000000000184000000000008043400000000000001C4000000000008043400000000000002040000000000080434000000000000022400000000000804340000000000000244000000000008043400000000000002640000000000080434000000000000026400000000000004340,0101000020730800002323232323231F40D8D7D7D7D7574140,1310
18,010600002073080000010000000103000000010000002D00000000000000000022400000000000003F4000000000000024400000000000003F4000000000000024400000000000003E4000000000000026400000000000003E4000000000000026400000000000003D4000000000000026400000000000003C4000000000000026400000000000003B4000000000000026400000000000003A400000000000002640000000000000394000000000000026400000000000003840000000000000244000000000000038400000000000002440000000000000374000000000000022400000000000003740000000000000204000000000000037400000000000001C4000000000000037400000000000001C4000000000000036400000000000001840000000000000364000000000000018400000000000003540000000000000144000000000000035400000000000001040000000000000354000000000000010400000000000003640000000000000084000000000000036400000000000000040000000000000364000000000000000400000000000003740000000000000F03F0000000000003740000000000000F03F0000000000003840000000000000000000000000000038400000000000000000000000000000394000000000000000000000000000003A4000000000000000000000000000003B4000000000000000000000000000003C4000000000000000000000000000003D40000000000000F03F0000000000003D40000000000000F03F0000000000003E40000000000000F03F0000000000003F4000000000000000400000000000003F4000000000000008400000000000003F40000000000000084000000000000040400000000000001040000000000000404000000000000014400000000000004040000000000000184000000000000040400000000000001C4000000000000040400000000000001C400000000000003F4000000000000020400000000000003F4000000000000022400000000000003F40,01010000207308000067A3BEB351DF13401BF59D8DFA4E3A40,2306
19,010600002073080000030000000103000000010000001D0000000000000000000000000000000000374000000000000000000000000000003840000000000000F03F0000000000003840000000000000F03F0000000000003740000000000000004000000000000037400000000000000040000000000000364000000000000008400000000000003640000000000000104000000000000036400000000000001040000000000000354000000000000014400000000000003540000000000000184000000000000035400000000000001840000000000000344000000000000018400000000000003340000000000000184000000000000032400000000000001440000000000000324000000000000010400000000000003240000000000000084000000000000032400000000000000040000000000000324000000000000000400000000000003140000000000000F03F0000000000003140000000000000F03F000000000000304000000000000000000000000000003040000000000000000000000000000031400000000000000000000000000000324000000000000000000000000000003340000000000000000000000000000034400000000000000000000000000000354000000000000000000000000000003640000000000000000000000000000037400103000000010000001B0000000000000000002440000000000000374000000000000024400000000000003840000000000000264000000000000038400000000000002640000000000000394000000000000026400000000000003A4000000000000026400000000000003B4000000000000026400000000000003C4000000000000026400000000000003D4000000000000026400000000000003E4000000000000028400000000000003E400000000000002A400000000000003E400000000000002A400000000000003D400000000000002C400000000000003D400000000000002C400000000000003C400000000000002E400000000000003C400000000000002E400000000000003B400000000000002E400000000000003A400000000000002E4000000000000039400000000000002E4000000000000038400000000000002C4000000000000038400000000000002C4000000000000037400000000000002A4000000000000037400000000000002A400000000000003640000000000000284000000000000036400000000000002840000000000000374000000000000026400000000000003740000000000000244000000000000037400103000000010000000500000000000000000024400000000000003E4000000000000024400000000000003F4000000000000026400000000000003F4000000000000026400000000000003E4000000000000024400000000000003E40,010100002073080000A38B2EBAE8A21B407EC3DA37AC7D3640,1356
20,01060000207308000003000000010300000001000000270000000000000000002C400000000000003C400000000000002C400000000000003D400000000000002A400000000000003D400000000000002A400000000000003E4000000000000028400000000000003E4000000000000026400000000000003E4000000000000026400000000000003F4000000000000024400000000000003F400000000000002440000000000000404000000000000026400000000000004040000000000000264000000000008040400000000000002840000000000080404000000000000028400000000000004140000000000000284000000000008041400000000000002A4000000000008041400000000000002A4000000000000041400000000000002A4000000000008040400000000000002C4000000000008040400000000000002C4000000000000040400000000000002E4000000000000040400000000000002E400000000000003F4000000000000030400000000000003F4000000000000031400000000000003F4000000000000032400000000000003F4000000000000032400000000000003E4000000000000031400000000000003E4000000000000031400000000000003D4000000000000031400000000000003C4000000000000031400000000000003B4000000000000031400000000000003A4000000000000032400000000000003A400000000000003240000000000000394000000000000031400000000000003940000000000000304000000000000039400000000000002E4000000000000039400000000000002E400000000000003A400000000000002E400000000000003B400000000000002E400000000000003C400000000000002C400000000000003C40010300000001000000190000000000000000003640000000000000404000000000000036400000000000804040000000000000364000000000000041400000000000003640000000000080414000000000000036400000000000004240000000000000364000000000008042400000000000003640000000000000434000000000000037400000000000004340000000000000374000000000008042400000000000003840000000000080424000000000000038400000000000004240000000000000384000000000008041400000000000003940000000000080414000000000000039400000000000004140000000000000394000000000008040400000000000003A4000000000008040400000000000003A4000000000000040400000000000003A400000000000003F400000000000003A400000000000003E4000000000000039400000000000003E4000000000000039400000000000003F4000000000000038400000000000003F400000000000003840000000000000404000000000000037400000000000004040000000000000364000000000000040400103000000010000000500000000000000000028400000000000004340000000000000284000000000008043400000000000002A4000000000008043400000000000002A40000000000000434000000000000028400000000000004340,010100002073080000B81E85EB51383140713D0AD7A3F03E40,1251
75,1.06E+210,1.01E+48,2027
76,1.06E+210,1.01E+48,2115
21,01060000207308000001000000010300000001000000230000000000000000003940000000000080404000000000000039400000000000004140000000000000394000000000008041400000000000003840000000000080414000000000000038400000000000004240000000000000384000000000008042400000000000003840000000000000434000000000000039400000000000004340000000000000394000000000008043400000000000003A4000000000008043400000000000003A4000000000000044400000000000003B4000000000000044400000000000003C4000000000000044400000000000003D4000000000000044400000000000003E4000000000000044400000000000003F4000000000000044400000000000003F4000000000008043400000000000004040000000000080434000000000000040400000000000004340000000000000404000000000008042400000000000804040000000000080424000000000008040400000000000004240000000000000404000000000000042400000000000004040000000000080414000000000000040400000000000004140000000000000404000000000008040400000000000003F4000000000008040400000000000003F4000000000000040400000000000003E4000000000000040400000000000003D4000000000000040400000000000003C4000000000000040400000000000003B4000000000000040400000000000003A4000000000000040400000000000003A40000000000080404000000000000039400000000000804040,010100002073080000B76DDBB66DDB3B404992244992C44140,4504
22,1.06E+210,1.01E+48,3116
23,1.06E+210,1.01E+48,3252
24,1.06E+210,1.01E+48,3316
25,1.06E+210,1.01E+48,3198
26,1.06E+210,1.01E+48,3219
27,1.06E+210,1.01E+48,3241
28,1.06E+210,1.01E+48,3212
29,1.06E+210,1.01E+48,3213
30,1.06E+210,1.01E+48,3203
31,1.06E+210,1.01E+48,3128
32,1.06E+210,1.01E+48,3173
33,1.06E+210,1.01E+48,3255
34,1.06E+210,1.01E+48,3193
35,1.06E+210,1.01E+48,3277
36,1.06E+210,1.01E+48,3111
37,1.06E+210,1.01E+48,3110
38,1.06E+210,1.01E+48,3128
39,010600002073080000010000000103000000010000000B0000000000000000003F4000000000008043400000000000003F4000000000000044400000000000003E4000000000000044400000000000003E4000000000008044400000000000003F40000000000080444000000000000040400000000000804440000000000080404000000000008044400000000000804040000000000000444000000000000040400000000000004440000000000000404000000000008043400000000000003F400000000000804340,0101000020730800000000000000003F400000000000E04340,3166
40,1.06E+210,1.01E+48,3080
41,1.06E+210,1.01E+48,3161
42,010600002073080000010000000103000000010000002100000000000000000040400000000000004540000000000000404000000000008044400000000000003F4000000000008044400000000000003E4000000000008044400000000000003E4000000000000044400000000000003D4000000000000044400000000000003C4000000000000044400000000000003B4000000000000044400000000000003A4000000000000044400000000000003A4000000000008044400000000000003940000000000080444000000000000039400000000000004540000000000000384000000000000045400000000000003840000000000080454000000000000038400000000000004640000000000000384000000000008046400000000000003840000000000000474000000000000039400000000000004740000000000000394000000000008047400000000000003A4000000000008047400000000000003A4000000000000048400000000000003B4000000000000048400000000000003C4000000000000048400000000000003D4000000000000048400000000000003E4000000000000048400000000000003F4000000000000048400000000000003F400000000000804740000000000000404000000000008047400000000000004040000000000000474000000000000040400000000000804640000000000000404000000000000046400000000000004040000000000080454000000000000040400000000000004540,010100002073080000AC7DC3DA37AC3B40C853823C25C84540,1347
43,010600002073080000010000000103000000010000002D0000000000000000003F4000000000008048400000000000003F4000000000000048400000000000003E4000000000000048400000000000003D4000000000000048400000000000003C4000000000000048400000000000003B4000000000000048400000000000003A40000000000000484000000000000039400000000000004840000000000000394000000000008048400000000000003840000000000080484000000000000038400000000000004940000000000000374000000000000049400000000000003740000000000080494000000000000037400000000000004A4000000000000036400000000000004A4000000000000036400000000000804A4000000000000036400000000000004B4000000000000037400000000000004B4000000000000037400000000000804B4000000000000037400000000000004C4000000000000037400000000000804C4000000000000038400000000000804C4000000000000039400000000000804C4000000000000039400000000000004D400000000000003A400000000000004D400000000000003B400000000000004D400000000000003B400000000000804D400000000000003C400000000000804D400000000000003D400000000000804D400000000000003D400000000000004D400000000000003E400000000000004D400000000000003F400000000000004D400000000000003F400000000000804C4000000000000040400000000000804C4000000000000040400000000000004C4000000000008040400000000000004C4000000000008040400000000000804B4000000000008040400000000000004B4000000000008040400000000000804A4000000000008040400000000000004A40000000000080404000000000008049400000000000804040000000000000494000000000000040400000000000004940000000000000404000000000008048400000000000003F400000000000804840,0101000020730800005555555555553B40D44F3FFDF4534A40,2336
44,010600002073080000010000000103000000010000002500000000000000000037400000000000804C4000000000000037400000000000004C4000000000000037400000000000804B4000000000000037400000000000004B4000000000000036400000000000004B4000000000000036400000000000804A4000000000000036400000000000004A4000000000000035400000000000004A4000000000000035400000000000804940000000000000344000000000008049400000000000003340000000000080494000000000000032400000000000804940000000000000314000000000008049400000000000003040000000000080494000000000000030400000000000004A400000000000002E400000000000004A400000000000002E400000000000804A400000000000002C400000000000804A400000000000002C400000000000004B400000000000002C400000000000804B400000000000002C400000000000004C400000000000002C400000000000804C400000000000002C400000000000004D400000000000002C400000000000804D400000000000002E400000000000804D400000000000002E400000000000004E4000000000000030400000000000004E4000000000000031400000000000004E4000000000000032400000000000004E4000000000000033400000000000004E4000000000000034400000000000004E4000000000000035400000000000004E4000000000000035400000000000804D4000000000000036400000000000804D4000000000000036400000000000004D4000000000000037400000000000004D4000000000000037400000000000804C40,0101000020730800007CC5577CC5D731400775500775904B40,1780
45,010600002073080000010000000103000000010000001D0000000000000000002E400000000000004E400000000000002E400000000000804D400000000000002C400000000000804D400000000000002C400000000000004D400000000000002C400000000000804C400000000000002A400000000000804C4000000000000028400000000000804C4000000000000026400000000000804C4000000000000024400000000000804C4000000000000022400000000000804C4000000000000022400000000000004D4000000000000020400000000000004D4000000000000020400000000000804D4000000000000020400000000000004E4000000000000020400000000000804E4000000000000020400000000000004F4000000000000020400000000000804F4000000000000022400000000000804F40000000000000224000000000000050400000000000002440000000000000504000000000000026400000000000005040000000000000284000000000000050400000000000002A4000000000000050400000000000002C4000000000000050400000000000002C400000000000804F400000000000002C400000000000004F400000000000002E400000000000004F400000000000002E400000000000804E400000000000002E400000000000004E40,010100002073080000EE883BE28EB825400000000000004E40,1080
46,010600002073080000010000000103000000010000001D0000000000000000002C4000000000004050400000000000002C4000000000000050400000000000002A4000000000000050400000000000002840000000000000504000000000000026400000000000005040000000000000244000000000000050400000000000002240000000000000504000000000000022400000000000405040000000000000204000000000004050400000000000002040000000000080504000000000000020400000000000C05040000000000000204000000000000051400000000000002040000000000040514000000000000020400000000000805140000000000000224000000000008051400000000000002440000000000080514000000000000024400000000000C0514000000000000026400000000000C0514000000000000028400000000000C051400000000000002A400000000000C051400000000000002A4000000000008051400000000000002C4000000000008051400000000000002C4000000000004051400000000000002E4000000000004051400000000000002E4000000000000051400000000000002E400000000000C050400000000000002E4000000000008050400000000000002E4000000000004050400000000000002C400000000000405040,010100002073080000B76DDBB66DDB25403DCFF33CCFB35040,977
47,01060000207308000001000000010300000001000000230000000000000000001C40000000000080514000000000000020400000000000805140000000000000204000000000004051400000000000002040000000000000514000000000000020400000000000C0504000000000000020400000000000805040000000000000204000000000004050400000000000001C4000000000004050400000000000001C4000000000000050400000000000001840000000000000504000000000000018400000000000804F4000000000000014400000000000804F4000000000000010400000000000804F4000000000000008400000000000804F4000000000000000400000000000804F4000000000000000400000000000005040000000000000F03F0000000000005040000000000000F03F0000000000405040000000000000000000000000004050400000000000000000000000000080504000000000000000000000000000C05040000000000000000000000000000051400000000000000000000000000040514000000000000000000000000000805140000000000000F03F0000000000805140000000000000F03F0000000000C0514000000000000000400000000000C0514000000000000008400000000000C0514000000000000008400000000000005240000000000000104000000000000052400000000000001440000000000000524000000000000014400000000000C0514000000000000018400000000000C051400000000000001C400000000000C051400000000000001C400000000000805140,0101000020730800000000000000000C40C2724F232CB75040,1434
